Provider,total_claims,total_billed,avg_billed,max_billed,avg_claim_duration,avg_hospital_stay,avg_deductible,avg_patient_age,inpatient_claims,outpatient_claims,unique_patients,unique_physicians,patient_death_rate,FraudLabel,inpatient_ratio,claims_per_patient,billed_per_patient,PotentialFraud,FraudProbability
PRV53746,6,35000,5833.333333333333,10000,3.8333333333333335,3.8333333333333335,1068.0,73.0,6,0,6,1,0.0,0,1.0,1.0,5833.333333333333,No,0.0045
PRV53749,69,241350,3497.8260869565215,32000,2.347826086956522,2.246376811594203,356.0,73.8695652173913,24,45,64,24,0.0,1,0.34782608695652173,1.078125,3771.09375,Yes,0.5875
PRV53750,1245,353470,283.9116465863454,7000,1.4923694779116465,0.004016064257028112,2.6329317269076307,73.56465863453815,1,1244,380,24,0.011244979919678716,0,0.0008032128514056225,3.276315789473684,930.1842105263158,No,0.4507
PRV53751,22,9070,412.27272727272725,3100,1.2272727272727273,0.0,0.0,71.18181818181819,0,22,22,11,0.0,0,0.0,1.0,412.27272727272725,No,0.0013
PRV53752,35,11840,338.2857142857143,2600,1.9142857142857144,0.0,5.714285714285714,75.51428571428572,0,35,34,22,0.0,0,0.0,1.0294117647058822,348.2352941176471,No,0.0028
PRV53754,9,2530,281.1111111111111,1800,2.2222222222222223,0.0,0.0,76.33333333333333,0,9,9,7,0.0,0,0.0,1.0,281.1111111111111,No,0.0007
PRV53755,20,2050,102.5,400,0.8,0.0,10.5,72.45,0,20,20,9,0.0,0,0.0,1.0,102.5,No,0.0013
PRV53756,59,18210,308.64406779661016,3300,1.3728813559322033,0.0,1.3559322033898304,70.40677966101696,0,59,59,21,0.0,0,0.0,1.0,308.64406779661016,No,0.0019
PRV53757,56,37230,664.8214285714286,23000,2.8035714285714284,0.125,19.071428571428573,73.125,1,55,54,20,0.0,0,0.017857142857142856,1.037037037037037,689.4444444444445,No,0.0078
PRV53759,56,12020,214.64285714285714,3200,1.8392857142857142,0.0,2.3214285714285716,74.80357142857143,0,56,52,28,0.0,0,0.0,1.0769230769230769,231.15384615384616,No,0.0023
PRV53761,38,9980,262.63157894736844,3000,1.1842105263157894,0.0,6.578947368421052,69.71052631578948,0,38,38,25,0.02631578947368421,0,0.0,1.0,262.63157894736844,No,0.0058
PRV53762,618,1082730,1751.990291262136,112000,1.9514563106796117,0.9207119741100324,144.1359223300971,73.66990291262135,84,534,557,96,0.016181229773462782,1,0.13592233009708737,1.1095152603231597,1943.8599640933573,Yes,0.9297
PRV53763,58,739000,12741.379310344828,57000,5.4655172413793105,5.4655172413793105,1031.1724137931035,73.13793103448276,58,0,57,1,0.017241379310344827,1,1.0,1.0175438596491229,12964.912280701754,Yes,0.7297
PRV53764,39,12390,317.6923076923077,2000,1.4102564102564104,0.02564102564102564,28.923076923076923,73.92307692307692,1,38,38,26,0.02564102564102564,0,0.02564102564102564,1.0263157894736843,326.05263157894734,No,0.0015
PRV53765,67,25080,374.32835820895525,3300,1.1791044776119404,0.0,1.3432835820895523,73.91044776119404,0,67,66,19,0.0,0,0.0,1.0151515151515151,380.0,No,0.0011
PRV53766,30,4860,162.0,1200,0.2,0.0,3.3333333333333335,73.5,0,30,29,21,0.0,0,0.0,1.0344827586206897,167.58620689655172,No,0.0013
PRV53767,18,4130,229.44444444444446,2400,2.2222222222222223,0.0,7.777777777777778,75.66666666666667,0,18,18,8,0.05555555555555555,0,0.0,1.0,229.44444444444446,No,0.0022
PRV53768,62,37180,599.6774193548387,6000,1.6129032258064515,0.3387096774193548,74.2258064516129,68.75806451612904,5,57,59,35,0.0,0,0.08064516129032258,1.0508474576271187,630.1694915254237,No,0.0156
PRV53769,377,1685180,4469.9734748010615,73000,3.3448275862068964,2.2042440318302385,367.59151193633954,73.0079575596817,132,245,354,157,0.005305039787798408,1,0.35013262599469497,1.0649717514124293,4760.395480225989,Yes,0.9742
PRV53770,253,849520,3357.786561264822,47000,2.675889328063241,1.5454545454545454,322.20553359683794,73.83399209486166,77,176,239,87,0.003952569169960474,0,0.30434782608695654,1.0585774058577406,3554.476987447699,No,0.2421
PRV53771,51,21610,423.72549019607845,3300,1.0980392156862746,0.0,1.9607843137254901,68.70588235294117,0,51,50,25,0.0,0,0.0,1.02,432.2,No,0.0031
PRV53772,22,5410,245.9090909090909,1300,0.13636363636363635,0.0,0.0,74.72727272727273,0,22,22,13,0.0,0,0.0,1.0,245.9090909090909,No,0.0012
PRV53773,567,175830,310.1058201058201,5000,1.3368606701940036,0.0,2.998236331569665,73.38800705467372,0,567,531,197,0.003527336860670194,0,0.0,1.0677966101694916,331.12994350282486,No,0.0334
PRV53774,224,589370,2631.1160714285716,57000,2.830357142857143,1.5982142857142858,231.35714285714286,74.33482142857143,50,174,206,75,0.008928571428571428,0,0.22321428571428573,1.087378640776699,2861.019417475728,No,0.2049
PRV53775,47,31170,663.1914893617021,11000,0.574468085106383,0.14893617021276595,51.40425531914894,75.51063829787235,2,45,45,26,0.02127659574468085,0,0.0425531914893617,1.0444444444444445,692.6666666666666,No,0.019
PRV53776,200,571960,2859.8,73000,2.185,1.19,253.68,73.815,47,153,191,84,0.005,1,0.235,1.0471204188481675,2994.5549738219897,Yes,0.8122
PRV53779,49,12430,253.6734693877551,2900,2.326530612244898,0.0,2.0408163265306123,69.95918367346938,0,49,48,27,0.0,0,0.0,1.0208333333333333,258.9583333333333,No,0.0023
PRV53780,26,5080,195.3846153846154,1600,1.1153846153846154,0.0,0.0,73.23076923076923,0,26,26,16,0.0,0,0.0,1.0,195.3846153846154,No,0.0008
PRV53781,393,963190,2450.8651399491096,73000,2.4376590330788805,1.2162849872773538,217.02798982188295,73.01526717557252,79,314,371,223,0.002544529262086514,1,0.2010178117048346,1.059299191374663,2596.199460916442,Yes,0.5524
PRV53782,53,17820,336.22641509433964,2800,1.2264150943396226,0.0,0.0,70.60377358490567,0,53,39,18,0.0,0,0.0,1.358974358974359,456.9230769230769,No,0.0015
PRV53783,30,6640,221.33333333333334,3300,1.5333333333333334,0.0,0.0,70.3,0,30,30,24,0.0,0,0.0,1.0,221.33333333333334,No,0.0013
PRV53784,41,5870,143.17073170731706,1100,1.1219512195121952,0.0,5.121951219512195,74.6829268292683,0,41,38,28,0.0,0,0.0,1.0789473684210527,154.47368421052633,No,0.0038
PRV53785,129,54580,423.1007751937984,3300,0.8604651162790697,0.0,3.10077519379845,74.96899224806202,0,129,124,77,0.007751937984496124,0,0.0,1.0403225806451613,440.16129032258067,No,0.0116
PRV53786,1382,715760,517.9160636758321,28000,1.4167872648335744,0.15846599131693198,30.613603473227208,72.87192474674384,36,1346,538,15,0.005788712011577424,1,0.02604920405209841,2.5687732342007434,1330.4089219330856,Yes,0.9119
PRV53787,74,303480,4101.081081081081,22000,2.8378378378378377,2.135135135135135,461.8378378378378,70.20270270270271,32,42,74,30,0.0,1,0.43243243243243246,1.0,4101.081081081081,Yes,0.1662
PRV53788,18,3500,194.44444444444446,900,0.7777777777777778,0.0,0.0,73.44444444444444,0,18,18,11,0.0,0,0.0,1.0,194.44444444444446,No,0.0007
PRV53790,493,642230,1302.6977687626775,57000,2.101419878296146,0.5172413793103449,97.48884381338742,72.55172413793103,44,449,470,242,0.018255578093306288,1,0.08924949290060852,1.048936170212766,1366.4468085106382,Yes,0.8004
PRV53791,92,62190,675.9782608695652,15000,1.5,0.3695652173913043,73.1304347826087,73.19565217391305,6,86,90,29,0.021739130434782608,0,0.06521739130434782,1.0222222222222221,691.0,No,0.0104
PRV53792,53,272510,5141.698113207547,34000,3.792452830188679,2.7547169811320753,665.9245283018868,71.56603773584905,33,20,52,20,0.018867924528301886,1,0.6226415094339622,1.0192307692307692,5240.576923076923,Yes,0.5465
PRV53793,45,25700,571.1111111111111,9200,2.2444444444444445,0.0,0.8888888888888888,75.57777777777778,0,45,37,27,0.022222222222222223,0,0.0,1.2162162162162162,694.5945945945946,No,0.005
PRV53794,167,47640,285.2694610778443,3300,1.0,0.0,3.1736526946107784,72.93413173652695,0,167,160,92,0.017964071856287425,0,0.0,1.04375,297.75,No,0.0073
PRV53796,28,5960,212.85714285714286,1300,1.6071428571428572,0.0,3.5714285714285716,64.92857142857143,0,28,27,14,0.0,0,0.0,1.037037037037037,220.74074074074073,No,0.0034
PRV53797,4739,1303600,275.0791306182739,16100,1.2357037349651825,0.0,2.958430048533446,73.06372652458325,0,4739,2020,7,0.007385524372230428,1,0.0,2.346039603960396,645.3465346534654,Yes,0.9711
PRV53798,38,15620,411.05263157894734,3300,0.05263157894736842,0.0,0.0,72.55263157894737,0,38,38,16,0.0,0,0.0,1.0,411.05263157894734,No,0.0022
PRV53799,753,306440,406.95883134130145,36000,1.4223107569721116,0.08632138114209828,23.50863213811421,73.80212483399734,14,739,676,265,0.006640106241699867,0,0.01859229747675963,1.113905325443787,453.31360946745565,No,0.103
PRV53801,59,26260,445.08474576271186,3300,0.4915254237288136,0.0,2.3728813559322033,73.77966101694915,0,59,58,39,0.01694915254237288,0,0.0,1.0172413793103448,452.7586206896552,No,0.0037
PRV53802,80,459870,5748.375,37000,3.9625,3.65,589.4,70.5125,46,34,76,29,0.0125,0,0.575,1.0526315789473684,6050.921052631579,No,0.4109
PRV53805,70,22520,321.7142857142857,3300,0.5857142857142857,0.0,2.0,70.68571428571428,0,70,69,37,0.014285714285714285,0,0.0,1.0144927536231885,326.3768115942029,No,0.0024
PRV53806,173,50270,290.5780346820809,3100,2.2716763005780347,0.0,3.179190751445087,71.90751445086705,0,173,161,47,0.011560693641618497,0,0.0,1.0745341614906831,312.2360248447205,No,0.0064
PRV53807,158,375030,2373.6075949367087,42000,1.981012658227848,1.3924050632911393,245.1139240506329,73.31012658227849,36,122,155,79,0.006329113924050633,0,0.22784810126582278,1.0193548387096774,2419.548387096774,No,0.2766
PRV53808,493,1927250,3909.2292089249495,57000,3.1419878296146044,2.3286004056795133,422.15415821501017,73.4685598377282,195,298,468,146,0.006085192697768763,1,0.39553752535496955,1.0534188034188035,4118.055555555556,Yes,0.9518
PRV53812,2,260,130.0,200,0.0,0.0,0.0,81.5,0,2,2,2,0.0,0,0.0,1.0,130.0,No,0.0024
PRV53814,53,30040,566.7924528301887,9000,1.3584905660377358,0.22641509433962265,61.20754716981132,76.39622641509433,3,50,52,8,0.018867924528301886,0,0.05660377358490566,1.0192307692307692,577.6923076923077,No,0.0184
PRV53815,11,1800,163.63636363636363,900,0.0,0.0,0.0,71.54545454545455,0,11,11,2,0.0,0,0.0,1.0,163.63636363636363,No,0.0007
PRV53816,194,57210,294.89690721649487,3300,1.4381443298969072,0.0,4.948453608247423,72.70618556701031,0,194,177,3,0.010309278350515464,0,0.0,1.0960451977401129,323.22033898305085,No,0.0068
PRV53817,21,5180,246.66666666666666,1200,1.8095238095238095,0.0,0.0,74.71428571428571,0,21,21,2,0.0,0,0.0,1.0,246.66666666666666,No,0.0013
PRV53818,10,1020,102.0,300,2.0,0.0,0.0,73.4,0,10,9,1,0.0,0,0.0,1.1111111111111112,113.33333333333333,No,0.0004
PRV53819,53,17930,338.3018867924528,2900,1.6603773584905661,0.0,3.7735849056603774,70.22641509433963,0,53,40,1,0.018867924528301886,0,0.0,1.325,448.25,No,0.0037
PRV53820,15,2450,163.33333333333334,700,2.3333333333333335,0.0,2.6666666666666665,72.8,0,15,15,2,0.0,0,0.0,1.0,163.33333333333334,No,0.0006
PRV53821,10,1070,107.0,700,3.5,0.0,0.0,75.9,0,10,10,1,0.0,0,0.0,1.0,107.0,No,0.0006
PRV53824,114,35580,312.10526315789474,4200,0.9035087719298246,0.0,3.0701754385964914,74.30701754385964,0,114,91,1,0.0,0,0.0,1.2527472527472527,390.989010989011,No,0.0038
PRV53827,9,2830,314.44444444444446,800,4.555555555555555,0.0,11.11111111111111,75.77777777777777,0,9,9,1,0.0,0,0.0,1.0,314.44444444444446,No,0.0016
PRV53828,28,6260,223.57142857142858,1000,0.03571428571428571,0.0,0.0,72.25,0,28,24,1,0.03571428571428571,0,0.0,1.1666666666666667,260.8333333333333,No,0.006
PRV53829,16,5910,369.375,2400,1.9375,0.0,11.25,71.9375,0,16,16,2,0.0,0,0.0,1.0,369.375,No,0.0013
PRV53831,83,27550,331.9277108433735,3300,1.4337349397590362,0.0,1.2048192771084338,67.4578313253012,0,83,71,2,0.0,0,0.0,1.1690140845070423,388.0281690140845,No,0.0021
PRV53832,12,4910,409.1666666666667,1900,2.0833333333333335,0.0,0.0,71.5,0,12,12,1,0.0,0,0.0,1.0,409.1666666666667,No,0.0005
PRV53835,8,2300,287.5,800,3.5,0.0,0.0,68.25,0,8,8,2,0.0,0,0.0,1.0,287.5,No,0.0009
PRV53836,49,10970,223.87755102040816,1600,0.42857142857142855,0.0,2.0408163265306123,72.85714285714286,0,49,44,1,0.0,0,0.0,1.1136363636363635,249.3181818181818,No,0.0021
PRV53837,13,2490,191.53846153846155,800,2.769230769230769,0.0,6.153846153846154,77.6923076923077,0,13,13,2,0.0,0,0.0,1.0,191.53846153846155,No,0.0012
PRV53838,194,57800,297.9381443298969,3300,0.8298969072164949,0.0,1.3917525773195876,73.97422680412372,0,194,148,1,0.010309278350515464,0,0.0,1.3108108108108107,390.5405405405405,No,0.0085
PRV53839,1,0,0.0,0,0.0,0.0,0.0,73.0,0,1,1,1,0.0,0,0.0,1.0,0.0,No,0.001
PRV53840,6,460,76.66666666666667,200,0.0,0.0,6.666666666666667,71.16666666666667,0,6,6,1,0.0,0,0.0,1.0,76.66666666666667,No,0.0013
PRV53841,22,3370,153.1818181818182,700,0.0,0.0,4.545454545454546,75.5909090909091,0,22,19,4,0.0,0,0.0,1.1578947368421053,177.3684210526316,No,0.0045
PRV53842,7,2410,344.2857142857143,2100,4.0,0.0,0.0,78.85714285714286,0,7,7,1,0.0,0,0.0,1.0,344.2857142857143,No,0.0009
PRV53843,14,1460,104.28571428571429,500,1.6428571428571428,0.0,0.7142857142857143,82.35714285714286,0,14,14,2,0.0,0,0.0,1.0,104.28571428571429,No,0.0008
PRV53844,53,7910,149.24528301886792,1000,0.6037735849056604,0.0,0.5660377358490566,75.45283018867924,0,53,40,1,0.0,0,0.0,1.325,197.75,No,0.0071
PRV53845,20,9160,458.0,3200,0.4,0.0,17.0,75.95,0,20,18,1,0.0,0,0.0,1.1111111111111112,508.8888888888889,No,0.0126
PRV53846,12,2640,220.0,1100,0.0,0.0,0.0,77.5,0,12,11,1,0.0,0,0.0,1.0909090909090908,240.0,No,0.0015
PRV53848,8,1080,135.0,800,0.0,0.0,0.0,77.625,0,8,8,3,0.0,0,0.0,1.0,135.0,No,0.0011
PRV53849,21,2930,139.52380952380952,600,0.09523809523809523,0.0,0.0,80.52380952380952,0,21,20,1,0.0,0,0.0,1.05,146.5,No,0.0028
PRV53850,10,1720,172.0,1100,3.3,0.0,0.0,69.9,0,10,10,1,0.0,0,0.0,1.0,172.0,No,0.0007
PRV53851,48,21100,439.5833333333333,7300,1.3541666666666667,0.0,3.3333333333333335,70.66666666666667,0,48,47,3,0.0,0,0.0,1.0212765957446808,448.93617021276594,No,0.003
PRV53855,20,141000,7050.0,22000,4.05,4.05,1068.0,70.9,20,0,17,8,0.0,1,1.0,1.1764705882352942,8294.117647058823,Yes,0.3692
PRV53857,10,140000,14000.0,38000,6.7,6.7,1068.0,75.8,10,0,10,2,0.0,0,1.0,1.0,14000.0,No,0.0549
PRV53859,143,33810,236.43356643356643,3300,1.944055944055944,0.0,4.125874125874126,71.15384615384616,0,143,134,7,0.013986013986013986,0,0.0,1.0671641791044777,252.3134328358209,No,0.01
PRV53860,1,100,100.0,100,0.0,0.0,0.0,63.0,0,1,1,1,0.0,0,0.0,1.0,100.0,No,0.0012
PRV53861,2,11000,5500.0,7000,6.0,6.0,1068.0,60.5,2,0,2,2,0.0,0,1.0,1.0,5500.0,No,0.003
PRV53862,6,50100,8350.0,20000,4.166666666666667,4.166666666666667,712.0,78.83333333333333,4,2,6,3,0.0,0,0.6666666666666666,1.0,8350.0,No,0.0241
PRV53864,2,460,230.0,400,0.5,0.0,0.0,84.0,0,2,2,1,0.0,0,0.0,1.0,230.0,No,0.003
PRV53865,6,60000,10000.0,12000,5.166666666666667,5.166666666666667,1068.0,77.33333333333333,6,0,6,1,0.0,0,1.0,1.0,10000.0,No,0.0126
PRV53867,13,93270,7174.615384615385,34000,4.923076923076923,4.846153846153846,739.3846153846154,71.84615384615384,9,4,13,8,0.07692307692307693,0,0.6923076923076923,1.0,7174.615384615385,No,0.1229
PRV53868,28,161420,5765.0,57000,2.4642857142857144,2.2142857142857144,384.2857142857143,72.75,10,18,27,21,0.0,0,0.35714285714285715,1.037037037037037,5978.518518518518,No,0.1674
PRV53871,1220,272730,223.54918032786884,6060,1.2254098360655739,0.0,2.69672131147541,72.4311475409836,0,1220,531,6,0.010655737704918032,0,0.0,2.297551789077213,513.6158192090395,No,0.1227
PRV53872,231,170480,738.008658008658,28000,1.41991341991342,0.18614718614718614,43.6017316017316,71.61471861471861,9,222,142,24,0.008658008658008658,0,0.03896103896103896,1.6267605633802817,1200.5633802816901,No,0.1937
PRV53873,82,116650,1422.560975609756,19000,1.7439024390243902,0.8658536585365854,185.5121951219512,76.1829268292683,14,68,76,19,0.012195121951219513,0,0.17073170731707318,1.0789473684210527,1534.8684210526317,No,0.0304
PRV53874,524,149580,285.4580152671756,3300,1.4408396946564885,0.0,3.263358778625954,71.88740458015268,0,524,416,15,0.003816793893129771,0,0.0,1.2596153846153846,359.5673076923077,No,0.0124
PRV53875,41,9290,226.58536585365854,2700,2.926829268292683,0.0,0.7317073170731707,73.41463414634147,0,41,35,32,0.024390243902439025,0,0.0,1.1714285714285715,265.42857142857144,No,0.0028
PRV53876,125,31310,250.48,3300,1.096,0.0,3.6,72.688,0,125,60,7,0.016,0,0.0,2.0833333333333335,521.8333333333334,No,0.0112
PRV53877,19,6750,355.2631578947368,2000,2.1578947368421053,0.0,0.5263157894736842,73.6842105263158,0,19,17,13,0.05263157894736842,0,0.0,1.1176470588235294,397.05882352941177,No,0.0013
PRV53878,46,48670,1058.0434782608695,17000,2.6956521739130435,0.5217391304347826,122.3913043478261,69.47826086956522,5,41,40,35,0.0,0,0.10869565217391304,1.15,1216.75,No,0.031
PRV53879,15,1340,89.33333333333333,500,0.0,0.0,0.0,75.46666666666667,0,15,15,6,0.0,0,0.0,1.0,89.33333333333333,No,0.001
PRV53880,61,19790,324.42622950819674,3300,0.9508196721311475,0.0,2.2950819672131146,74.1639344262295,0,61,46,18,0.0,0,0.0,1.326086956521739,430.2173913043478,No,0.0015
PRV53884,269,1039970,3866.059479553903,57000,2.7843866171003717,2.0483271375464684,462.18587360594796,72.88104089219331,117,152,226,61,0.011152416356877323,1,0.4349442379182156,1.1902654867256637,4601.637168141593,Yes,0.9111
PRV53885,12,49630,4135.833333333333,15000,2.8333333333333335,2.0833333333333335,534.0,78.08333333333333,6,6,12,10,0.0,0,0.5,1.0,4135.833333333333,No,0.0115
PRV53887,598,165500,276.75585284280936,3370,1.2692307692307692,0.0,1.6387959866220736,71.11036789297658,0,598,213,6,0.005016722408026756,1,0.0,2.807511737089202,776.9953051643192,Yes,0.6835
PRV53888,70,19410,277.2857142857143,3300,1.7428571428571429,0.0,2.142857142857143,73.34285714285714,0,70,56,28,0.02857142857142857,0,0.0,1.25,346.60714285714283,No,0.0023
PRV53889,195,98480,505.02564102564105,19000,1.1948717948717948,0.18461538461538463,52.06153846153846,72.3025641025641,9,186,187,116,0.0,0,0.046153846153846156,1.0427807486631016,526.6310160427807,No,0.0595
PRV53891,22,10530,478.6363636363636,3300,1.7272727272727273,0.0,4.545454545454546,72.63636363636364,0,22,22,9,0.0,0,0.0,1.0,478.6363636363636,No,0.0025
PRV53892,119,150340,1263.361344537815,40000,1.2773109243697478,0.40336134453781514,74.0672268907563,73.00840336134453,8,111,115,40,0.0,0,0.06722689075630252,1.0347826086956522,1307.304347826087,No,0.0535
PRV53894,217,268080,1235.3917050691243,57000,1.7004608294930876,0.45622119815668205,77.6958525345622,71.6221198156682,15,202,97,6,0.004608294930875576,1,0.06912442396313365,2.2371134020618557,2763.7113402061855,Yes,0.4381
PRV53895,1273,401380,315.30243519245874,12300,1.6087981146897095,0.0,2.568735271013354,71.85467399842891,0,1273,576,3,0.014139827179890024,1,0.0,2.2100694444444446,696.8402777777778,Yes,0.9111
PRV53896,43,10950,254.65116279069767,3300,1.1627906976744187,0.0,3.255813953488372,73.04651162790698,0,43,38,26,0.023255813953488372,0,0.0,1.131578947368421,288.1578947368421,No,0.0028
PRV53899,3,120,40.0,100,0.0,0.0,3.3333333333333335,60.666666666666664,0,3,3,3,0.0,0,0.0,1.0,40.0,No,0.0018
PRV53900,789,201850,255.83016476552598,3300,1.4955640050697085,0.0,3.3840304182509504,73.29911280101395,0,789,317,11,0.005069708491761723,1,0.0,2.4889589905362777,636.7507886435332,Yes,0.5783
PRV53901,14,5400,385.7142857142857,2200,3.0,0.0,0.0,73.07142857142857,0,14,14,10,0.0,0,0.0,1.0,385.7142857142857,No,0.0005
PRV53905,77,21730,282.2077922077922,2200,1.4415584415584415,0.0,2.857142857142857,74.87012987012987,0,77,72,37,0.0,0,0.0,1.0694444444444444,301.80555555555554,No,0.0009
PRV53906,4,480,120.0,300,0.75,0.0,0.0,72.0,0,4,4,3,0.0,0,0.0,1.0,120.0,No,0.0007
PRV53907,126,45960,364.76190476190476,9100,0.8888888888888888,0.0,1.5873015873015872,70.73015873015873,0,126,120,66,0.0,0,0.0,1.05,383.0,No,0.0048
PRV53908,15,8510,567.3333333333334,3000,4.2,0.0,4.0,63.666666666666664,0,15,15,13,0.0,0,0.0,1.0,567.3333333333334,No,0.0019
PRV53909,256,79990,312.4609375,3300,1.578125,0.0,0.78125,73.33984375,0,256,154,30,0.02734375,0,0.0,1.6623376623376624,519.4155844155844,No,0.0067
PRV53910,96,275480,2869.5833333333335,47000,3.1666666666666665,2.1041666666666665,283.2291666666667,74.0,27,69,91,59,0.010416666666666666,0,0.28125,1.054945054945055,3027.252747252747,No,0.3432
PRV53911,536,374480,698.6567164179105,38000,2.074626865671642,0.23507462686567165,29.83582089552239,73.67537313432835,14,522,201,55,0.011194029850746268,1,0.026119402985074626,2.6666666666666665,1863.084577114428,Yes,0.9014
PRV53912,66,16820,254.84848484848484,2300,2.0757575757575757,0.0,3.1818181818181817,73.42424242424242,0,66,61,41,0.0,0,0.0,1.0819672131147542,275.73770491803276,No,0.0012
PRV53913,131,36180,276.1832061068702,2700,1.549618320610687,0.0,1.984732824427481,73.70229007633588,0,131,129,54,0.007633587786259542,0,0.0,1.0155038759689923,280.4651162790698,No,0.0017
PRV53915,545,152600,280.0,3300,1.2256880733944955,0.0,2.770642201834862,72.63119266055045,0,545,434,27,0.005504587155963303,0,0.0,1.2557603686635945,351.61290322580646,No,0.0172
PRV53916,192,43180,224.89583333333334,3300,0.9375,0.0,5.833333333333333,73.3125,0,192,109,5,0.0,0,0.0,1.761467889908257,396.1467889908257,No,0.0138
PRV53917,200,122200,611.0,28000,1.795,0.215,40.23,73.895,7,193,106,28,0.0,0,0.035,1.8867924528301887,1152.8301886792453,No,0.0688
PRV53918,3588,1014510,282.75083612040135,6800,1.3255295429208473,0.0,2.536231884057971,72.63489409141583,0,3588,1709,19,0.00975473801560758,1,0.0,2.099473376243417,593.6278525453481,Yes,0.9662
PRV53919,24,54050,2252.0833333333335,12000,4.875,2.125,274.9166666666667,71.41666666666667,6,18,22,9,0.0,1,0.25,1.0909090909090908,2456.818181818182,Yes,0.7082
PRV53920,221,95610,432.6244343891403,30000,1.2217194570135748,0.07239819004524888,18.11764705882353,72.67873303167421,3,218,118,21,0.00904977375565611,0,0.013574660633484163,1.8728813559322033,810.2542372881356,No,0.05
PRV53921,768,322230,419.5703125,13000,1.4036458333333333,0.044270833333333336,14.520833333333334,72.62369791666667,9,759,498,49,0.010416666666666666,0,0.01171875,1.5421686746987953,647.0481927710844,No,0.0968
PRV53922,55,13530,246.0,1900,1.7454545454545454,0.0,3.6363636363636362,73.56363636363636,0,55,51,25,0.0,0,0.0,1.0784313725490196,265.29411764705884,No,0.0014
PRV53923,155,270400,1744.516129032258,34000,2.0451612903225804,0.7290322580645161,207.48387096774192,71.51612903225806,30,125,139,72,0.0,1,0.1935483870967742,1.1151079136690647,1945.3237410071943,Yes,0.6176
PRV53924,1,0,0.0,0,2.0,0.0,0.0,44.0,0,1,1,1,0.0,0,0.0,1.0,0.0,No,0.001
PRV53925,61,160200,2626.2295081967213,14000,2.540983606557377,1.4754098360655739,351.8032786885246,72.54098360655738,20,41,58,30,0.0,0,0.32786885245901637,1.0517241379310345,2762.0689655172414,No,0.2094
PRV53926,27,8840,327.4074074074074,3100,0.7407407407407407,0.0,4.444444444444445,72.14814814814815,0,27,26,20,0.0,0,0.0,1.0384615384615385,340.0,No,0.0026
PRV53927,11,3600,327.27272727272725,2200,1.9090909090909092,0.0,0.0,75.54545454545455,0,11,11,9,0.0,0,0.0,1.0,327.27272727272725,No,0.0006
PRV53928,41,23750,579.2682926829268,5000,1.146341463414634,0.1951219512195122,80.34146341463415,71.0,3,38,41,29,0.0,0,0.07317073170731707,1.0,579.2682926829268,No,0.0048
PRV53931,55,40410,734.7272727272727,15000,1.1272727272727272,0.14545454545454545,61.70909090909091,74.38181818181818,3,52,48,28,0.0,0,0.05454545454545454,1.1458333333333333,841.875,No,0.0094
PRV53932,304,920140,3026.7763157894738,57000,2.335526315789474,1.444078947368421,283.1578947368421,72.32894736842105,82,222,283,210,0.01644736842105263,0,0.26973684210526316,1.0742049469964665,3251.3780918727916,No,0.2492
PRV53933,265,81990,309.39622641509436,9100,1.5320754716981133,0.0,1.8867924528301887,73.75094339622642,0,265,136,23,0.0,0,0.0,1.9485294117647058,602.8676470588235,No,0.0069
PRV53934,122,33500,274.59016393442624,3010,1.6721311475409837,0.0,4.344262295081967,74.75409836065573,0,122,97,69,0.0,0,0.0,1.2577319587628866,345.36082474226805,No,0.0064
PRV53935,12,5410,450.8333333333333,2600,0.08333333333333333,0.0,0.0,72.33333333333333,0,12,12,11,0.0,0,0.0,1.0,450.8333333333333,No,0.0009
PRV53937,38,217970,5736.0526315789475,42000,4.131578947368421,3.0789473684210527,478.8421052631579,71.1842105263158,17,21,38,27,0.0,1,0.4473684210526316,1.0,5736.0526315789475,Yes,0.6609
PRV53938,111,653670,5888.918918918919,57000,3.954954954954955,3.3423423423423424,779.3513513513514,75.33333333333333,82,29,89,20,0.02702702702702703,1,0.7387387387387387,1.247191011235955,7344.606741573034,Yes,0.8856
PRV53939,304,193440,636.3157894736842,44000,1.2598684210526316,0.1611842105263158,25.125,71.02302631578948,6,298,178,23,0.009868421052631578,0,0.019736842105263157,1.7078651685393258,1086.741573033708,No,0.1341
PRV53940,97,21890,225.6701030927835,2500,1.6288659793814433,0.0,3.402061855670103,74.09278350515464,0,97,93,62,0.0,0,0.0,1.043010752688172,235.3763440860215,No,0.0014
PRV53941,77,82160,1067.012987012987,14000,2.3636363636363638,0.22077922077922077,84.12987012987013,72.18181818181819,6,71,72,34,0.012987012987012988,0,0.07792207792207792,1.0694444444444444,1141.111111111111,No,0.0205
PRV53942,25,77620,3104.8,15000,3.48,1.88,347.36,73.64,8,17,24,12,0.04,0,0.32,1.0416666666666667,3234.1666666666665,No,0.0605
PRV53943,109,91800,842.2018348623853,28000,1.3394495412844036,0.3669724770642202,80.58715596330275,74.1651376146789,8,101,103,46,0.009174311926605505,0,0.07339449541284404,1.058252427184466,891.2621359223301,No,0.0191
PRV53944,104,21740,209.03846153846155,3300,0.7884615384615384,0.0,4.134615384615385,69.98076923076923,0,104,55,2,0.0,0,0.0,1.8909090909090909,395.27272727272725,No,0.0099
