Provider,ClaimType,total_claims,total_billed,avg_billed,avg_claim_duration,avg_hospital_stay,FraudLabel,PotentialFraud
PRV52573,Outpatient,587,158670,270.30664395229985,1.616695059625213,0.0,0,No
PRV52574,Inpatient,146,1498900,10266.438356164384,5.363013698630137,5.363013698630137,1,Yes
PRV52574,Outpatient,113,34930,309.11504424778764,1.5398230088495575,0.0,1,Yes
PRV52575,Outpatient,70,23780,339.7142857142857,2.157142857142857,0.0,0,No
PRV52576,Inpatient,3,42000,14000.0,4.333333333333333,4.333333333333333,0,No
PRV52576,Outpatient,23,7850,341.30434782608694,1.4782608695652173,0.0,0,No
PRV52577,Outpatient,8,2550,318.75,5.25,0.0,0,No
PRV52578,Inpatient,37,348000,9405.405405405405,6.081081081081081,6.081081081081081,1,Yes
PRV52578,Outpatient,12,5050,420.8333333333333,0.16666666666666666,0.0,1,Yes
PRV52579,Outpatient,9,1060,117.77777777777777,0.0,0.0,0,No
PRV52580,Outpatient,39,7090,181.7948717948718,0.8717948717948718,0.0,0,No
PRV52581,Outpatient,142,40050,282.0422535211268,1.6408450704225352,0.0,0,No
PRV52582,Inpatient,19,190000,10000.0,6.2631578947368425,6.2631578947368425,0,No
PRV52582,Outpatient,4,1020,255.0,0.0,0.0,0,No
PRV52583,Inpatient,26,196000,7538.461538461538,5.884615384615385,5.884615384615385,0,No
PRV52583,Outpatient,182,41790,229.6153846153846,1.7087912087912087,0.0,0,No
PRV52584,Inpatient,3,45000,15000.0,11.333333333333334,11.333333333333334,0,No
PRV52584,Outpatient,51,12460,244.31372549019608,2.196078431372549,0.0,0,No
PRV52586,Outpatient,1,300,300.0,0.0,0.0,0,No
PRV52587,Outpatient,137,38900,283.94160583941607,1.5912408759124088,0.0,0,No
PRV52588,Inpatient,17,167000,9823.529411764706,4.0588235294117645,4.0588235294117645,0,No
PRV52588,Outpatient,33,9620,291.5151515151515,2.9696969696969697,0.0,0,No
PRV52589,Inpatient,81,723800,8935.802469135802,5.419753086419753,5.419753086419753,1,Yes
PRV52589,Outpatient,345,109120,316.28985507246375,1.289855072463768,0.0,1,Yes
PRV52590,Inpatient,115,1204050,10470.0,5.139130434782609,5.139130434782609,1,Yes
PRV52590,Outpatient,93,23530,253.01075268817203,1.3655913978494623,0.0,1,Yes
PRV52591,Outpatient,46,12510,271.95652173913044,0.782608695652174,0.0,0,No
PRV52592,Inpatient,7,56000,8000.0,4.285714285714286,4.285714285714286,0,No
PRV52592,Outpatient,12,3620,301.6666666666667,4.833333333333333,0.0,0,No
PRV52593,Outpatient,582,142020,244.02061855670104,1.3986254295532645,0.0,1,Yes
PRV52596,Outpatient,2,400,200.0,1.0,0.0,0,No
PRV52598,Outpatient,31,10490,338.38709677419354,0.03225806451612903,0.0,0,No
PRV52599,Outpatient,272,87890,323.125,2.327205882352941,0.0,0,No
PRV52602,Inpatient,9,84000,9333.333333333334,3.5555555555555554,3.5555555555555554,0,No
PRV52602,Outpatient,70,24520,350.2857142857143,1.3142857142857143,0.0,0,No
PRV52604,Outpatient,7,3490,498.57142857142856,0.0,0.0,0,No
PRV52605,Outpatient,1000,253880,253.88,1.466,0.0,0,No
PRV52606,Outpatient,30,10020,334.0,1.0,0.0,0,No
PRV52607,Outpatient,2,3400,1700.0,0.0,0.0,0,No
PRV52608,Inpatient,1,3000,3000.0,3.0,3.0,0,No
PRV52609,Inpatient,5,58000,11600.0,5.8,5.8,1,Yes
PRV52609,Outpatient,128,40690,317.890625,1.015625,0.0,1,Yes
PRV52610,Inpatient,1,3000,3000.0,1.0,1.0,0,No
PRV52610,Outpatient,16,7040,440.0,1.25,0.0,0,No
PRV52611,Inpatient,9,80000,8888.888888888889,5.444444444444445,5.444444444444445,0,No
PRV52611,Outpatient,7,2760,394.2857142857143,0.0,0.0,0,No
PRV52614,Outpatient,156,42480,272.3076923076923,1.4743589743589745,0.0,0,No
PRV52615,Inpatient,2,18000,9000.0,4.0,4.0,0,No
PRV52615,Outpatient,7,770,110.0,2.857142857142857,0.0,0,No
PRV52616,Outpatient,15,8640,576.0,1.9333333333333333,0.0,0,No
PRV52617,Inpatient,42,349000,8309.52380952381,5.357142857142857,5.357142857142857,0,No
PRV52617,Outpatient,196,58900,300.51020408163265,1.5,0.0,0,No
PRV52621,Inpatient,24,176000,7333.333333333333,5.916666666666667,5.916666666666667,0,No
PRV52621,Outpatient,21,4280,203.8095238095238,1.4761904761904763,0.0,0,No
PRV52622,Inpatient,4,16000,4000.0,1.75,1.75,0,No
PRV52622,Outpatient,3,1010,336.6666666666667,6.666666666666667,0.0,0,No
PRV52623,Inpatient,10,147000,14700.0,7.9,7.9,0,No
PRV52623,Outpatient,225,55290,245.73333333333332,1.0266666666666666,0.0,0,No
PRV52626,Outpatient,3,560,186.66666666666666,0.0,0.0,0,No
PRV52627,Inpatient,3,46000,15333.333333333334,1.6666666666666667,1.6666666666666667,0,No
PRV52627,Outpatient,2,70,35.0,10.0,0.0,0,No
PRV52628,Outpatient,2098,604120,287.9504289799809,1.644423260247855,0.0,1,Yes
PRV52629,Outpatient,61,12320,201.9672131147541,1.0327868852459017,0.0,0,No
PRV52630,Inpatient,87,774400,8901.149425287356,5.137931034482759,5.137931034482759,1,Yes
PRV52630,Outpatient,347,99070,285.5043227665706,1.7031700288184437,0.0,1,Yes
PRV52631,Outpatient,1057,321750,304.399243140965,1.3159886471144748,0.0,0,No
PRV52633,Outpatient,379,100770,265.8839050131926,1.3509234828496042,0.0,0,No
PRV52634,Inpatient,58,420400,7248.275862068966,6.913793103448276,6.913793103448276,0,No
PRV52634,Outpatient,29,4550,156.89655172413794,1.9655172413793103,0.0,0,No
PRV52636,Outpatient,21,6820,324.76190476190476,1.380952380952381,0.0,0,No
PRV52638,Outpatient,1,400,400.0,0.0,0.0,0,No
PRV52639,Outpatient,37,10150,274.3243243243243,2.972972972972973,0.0,0,No
PRV52640,Outpatient,66,11050,167.42424242424244,1.2121212121212122,0.0,0,No
PRV52641,Inpatient,21,164000,7809.523809523809,5.285714285714286,5.285714285714286,0,No
PRV52641,Outpatient,76,22330,293.8157894736842,1.644736842105263,0.0,0,No
PRV52642,Inpatient,146,1252000,8575.342465753425,5.335616438356165,5.335616438356165,1,Yes
PRV52642,Outpatient,290,76240,262.8965517241379,1.6758620689655173,0.0,1,Yes
PRV52643,Outpatient,11,5090,462.72727272727275,1.2727272727272727,0.0,0,No
PRV52644,Inpatient,9,64000,7111.111111111111,4.444444444444445,4.444444444444445,0,No
PRV52644,Outpatient,22,6530,296.8181818181818,3.3636363636363638,0.0,0,No
PRV52645,Outpatient,408,109630,268.70098039215685,1.3602941176470589,0.0,0,No
PRV52646,Inpatient,34,292000,8588.235294117647,5.9411764705882355,5.9411764705882355,0,No
PRV52646,Outpatient,70,14310,204.42857142857142,1.4714285714285715,0.0,0,No
PRV52647,Inpatient,7,50000,7142.857142857143,3.857142857142857,3.857142857142857,0,No
PRV52647,Outpatient,68,21070,309.8529411764706,0.8676470588235294,0.0,0,No
PRV52648,Outpatient,842,255250,303.14726840855104,1.5807600950118765,0.0,1,Yes
PRV52649,Outpatient,2156,602190,279.30890538033395,1.4837662337662338,0.0,1,Yes
PRV52651,Inpatient,3,33000,11000.0,3.6666666666666665,3.6666666666666665,0,No
PRV52651,Outpatient,1,90,90.0,0.0,0.0,0,No
PRV52652,Outpatient,743,190560,256.47375504710635,1.5450874831763122,0.0,1,Yes
PRV52653,Inpatient,4,68000,17000.0,11.0,11.0,0,No
PRV52653,Outpatient,10,950,95.0,0.1,0.0,0,No
PRV52654,Inpatient,58,453700,7822.413793103448,4.793103448275862,4.793103448275862,0,No
PRV52654,Outpatient,119,29850,250.8403361344538,1.5546218487394958,0.0,0,No
PRV52656,Outpatient,775,239770,309.3806451612903,1.423225806451613,0.0,0,No
PRV52657,Outpatient,121,29250,241.73553719008265,0.6115702479338843,0.0,0,No
PRV52658,Outpatient,39,14840,380.5128205128205,2.230769230769231,0.0,0,No
PRV52659,Outpatient,24,3310,137.91666666666666,0.8333333333333334,0.0,0,No
PRV52660,Outpatient,558,145400,260.57347670250897,1.075268817204301,0.0,0,No
PRV52661,Outpatient,247,75690,306.43724696356276,1.3157894736842106,0.0,0,No
PRV52662,Inpatient,2,11000,5500.0,3.5,3.5,0,No
PRV52662,Outpatient,17,1790,105.29411764705883,1.411764705882353,0.0,0,No
PRV52663,Outpatient,576,180650,313.62847222222223,1.2013888888888888,0.0,0,No
PRV52665,Outpatient,607,146130,240.74135090609556,1.2487644151565074,0.0,0,No
PRV52666,Outpatient,39,8930,228.97435897435898,1.9230769230769231,0.0,0,No
PRV52667,Outpatient,3,150,50.0,0.0,0.0,0,No
PRV52668,Outpatient,7,1850,264.2857142857143,4.142857142857143,0.0,0,No
PRV52669,Outpatient,1,300,300.0,0.0,0.0,0,No
PRV52670,Outpatient,13,760,58.46153846153846,0.0,0.0,0,No
PRV52671,Outpatient,2,240,120.0,0.0,0.0,0,No
PRV52672,Outpatient,3,390,130.0,0.0,0.0,0,No
PRV52673,Outpatient,87,19470,223.79310344827587,1.2413793103448276,0.0,0,No
PRV52674,Outpatient,3,730,243.33333333333334,0.0,0.0,0,No
PRV52676,Outpatient,39,9800,251.28205128205127,0.4358974358974359,0.0,0,No
PRV52677,Outpatient,2,140,70.0,0.0,0.0,0,No
PRV52678,Outpatient,74,24930,336.8918918918919,2.4594594594594597,0.0,0,No
PRV52679,Outpatient,53,16100,303.77358490566036,1.9433962264150944,0.0,0,No
PRV52681,Outpatient,3,460,153.33333333333334,0.0,0.0,0,No
PRV52683,Outpatient,131,33240,253.74045801526717,1.2213740458015268,0.0,0,No
PRV52684,Inpatient,5,66000,13200.0,9.6,9.6,0,No
PRV52684,Outpatient,205,64040,312.390243902439,1.5121951219512195,0.0,0,No
PRV52686,Outpatient,9,1120,124.44444444444444,4.444444444444445,0.0,0,No
PRV52687,Inpatient,6,56000,9333.333333333334,4.666666666666667,4.666666666666667,0,No
PRV52687,Outpatient,35,5920,169.14285714285714,1.8285714285714285,0.0,0,No
PRV52688,Inpatient,6,99000,16500.0,5.833333333333333,5.833333333333333,0,No
PRV52688,Outpatient,53,16670,314.52830188679246,2.1320754716981134,0.0,0,No
PRV52689,Outpatient,12,1330,110.83333333333333,0.0,0.0,0,No
PRV52690,Outpatient,117,52510,448.8034188034188,2.0085470085470085,0.0,1,Yes
PRV52691,Inpatient,3,20000,6666.666666666667,6.0,6.0,0,No
PRV52691,Outpatient,14,2380,170.0,2.2857142857142856,0.0,0,No
PRV52692,Outpatient,36,9640,267.77777777777777,2.8333333333333335,0.0,0,No
PRV52693,Outpatient,8,3920,490.0,2.5,0.0,0,No
PRV52694,Outpatient,2,110,55.0,10.0,0.0,0,No
PRV52695,Outpatient,5,200,40.0,0.0,0.0,0,No
PRV52696,Inpatient,3,96000,32000.0,7.0,7.0,0,No
PRV52697,Outpatient,5,650,130.0,0.0,0.0,0,No
PRV52698,Inpatient,1,7000,7000.0,2.0,2.0,0,No
PRV52698,Outpatient,122,34770,285.0,2.040983606557377,0.0,0,No
PRV52699,Inpatient,1,9000,9000.0,3.0,3.0,0,No
PRV52699,Outpatient,11,4150,377.27272727272725,2.0,0.0,0,No
PRV52700,Outpatient,30,12300,410.0,2.3666666666666667,0.0,0,No
PRV52701,Outpatient,96,25610,266.7708333333333,1.0729166666666667,0.0,0,No
PRV52702,Outpatient,28,6750,241.07142857142858,2.4642857142857144,0.0,0,No
PRV52703,Outpatient,4,2700,675.0,1.0,0.0,0,No
PRV52704,Outpatient,159,51790,325.72327044025155,1.421383647798742,0.0,0,No
PRV52706,Inpatient,2,25000,12500.0,18.5,18.5,0,No
PRV52706,Outpatient,24,8190,341.25,3.2916666666666665,0.0,0,No
PRV52708,Inpatient,5,32000,6400.0,4.0,4.0,0,No
PRV52708,Outpatient,26,8400,323.0769230769231,0.8461538461538461,0.0,0,No
PRV52709,Outpatient,13,2220,170.76923076923077,3.076923076923077,0.0,0,No
PRV52710,Outpatient,28,4410,157.5,0.6428571428571429,0.0,0,No
PRV52711,Outpatient,28,9110,325.35714285714283,1.5714285714285714,0.0,0,No
PRV52713,Outpatient,60,14260,237.66666666666666,1.9333333333333333,0.0,0,No
PRV52714,Outpatient,5,710,142.0,0.4,0.0,0,No
PRV52715,Outpatient,3,200,66.66666666666667,0.0,0.0,0,No
PRV52717,Inpatient,20,185000,9250.0,5.2,5.2,0,No
PRV52717,Outpatient,109,26130,239.72477064220183,1.1926605504587156,0.0,0,No
PRV52719,Outpatient,63,10840,172.06349206349208,0.8571428571428571,0.0,0,No
PRV52720,Outpatient,50,15050,301.0,2.02,0.0,0,No
PRV52721,Outpatient,7,1810,258.57142857142856,6.285714285714286,0.0,0,No
PRV52722,Inpatient,9,76000,8444.444444444445,5.555555555555555,5.555555555555555,0,No
PRV52722,Outpatient,274,71380,260.5109489051095,1.2408759124087592,0.0,0,No
PRV52723,Inpatient,18,169000,9388.888888888889,7.444444444444445,7.444444444444445,0,No
PRV52723,Outpatient,163,50760,311.41104294478527,1.312883435582822,0.0,0,No
PRV52724,Outpatient,24,5040,210.0,1.5,0.0,0,No
PRV52725,Outpatient,42,18850,448.8095238095238,1.2142857142857142,0.0,0,No
PRV52726,Outpatient,2,380,190.0,10.0,0.0,0,No
PRV52727,Outpatient,12,2650,220.83333333333334,1.5833333333333333,0.0,0,No
PRV52728,Outpatient,15,3140,209.33333333333334,0.6,0.0,0,No
PRV52729,Outpatient,2,500,250.0,2.0,0.0,0,No
PRV52731,Outpatient,23,4410,191.7391304347826,2.6956521739130435,0.0,0,No
PRV52732,Outpatient,10,2490,249.0,4.0,0.0,0,No
PRV52733,Outpatient,1,30,30.0,12.0,0.0,0,No
PRV52736,Outpatient,1,50,50.0,0.0,0.0,0,No
PRV52738,Outpatient,62,17660,284.83870967741933,1.3709677419354838,0.0,0,No
PRV52739,Outpatient,53,11400,215.0943396226415,1.6226415094339623,0.0,0,No
PRV52740,Outpatient,34,6310,185.58823529411765,3.235294117647059,0.0,0,No
PRV52741,Outpatient,2,80,40.0,0.0,0.0,0,No
PRV52742,Outpatient,6,1270,211.66666666666666,3.3333333333333335,0.0,0,No
PRV52743,Outpatient,6,2070,345.0,0.0,0.0,0,No
PRV52744,Outpatient,2,400,200.0,0.0,0.0,0,No
PRV52745,Outpatient,156,47020,301.4102564102564,1.0897435897435896,0.0,0,No
PRV52746,Outpatient,1,50,50.0,0.0,0.0,0,No
PRV52747,Outpatient,21,7520,358.0952380952381,1.7619047619047619,0.0,0,No
PRV52748,Outpatient,10,610,61.0,0.0,0.0,0,No
PRV52750,Outpatient,26,10700,411.53846153846155,4.461538461538462,0.0,0,No
PRV52751,Outpatient,3,300,100.0,0.0,0.0,0,No
PRV52752,Outpatient,2,560,280.0,10.0,0.0,0,No
PRV52753,Outpatient,2,130,65.0,0.0,0.0,0,No
PRV52754,Outpatient,1,10,10.0,0.0,0.0,0,No
PRV52755,Outpatient,11,5930,539.0909090909091,1.8181818181818181,0.0,0,No
PRV52756,Outpatient,4,220,55.0,0.25,0.0,0,No
PRV52757,Outpatient,1,50,50.0,0.0,0.0,0,No
PRV52758,Outpatient,4,130,32.5,0.0,0.0,0,No
PRV52760,Outpatient,5,4070,814.0,0.4,0.0,0,No
PRV52761,Outpatient,11,4740,430.90909090909093,1.9090909090909092,0.0,0,No
PRV52763,Outpatient,1,50,50.0,0.0,0.0,0,No
PRV52764,Outpatient,3,450,150.0,6.666666666666667,0.0,0,No
PRV52766,Outpatient,11,2010,182.72727272727272,0.0,0.0,0,No
PRV52767,Outpatient,4,690,172.5,0.25,0.0,0,No
PRV52768,Outpatient,25,7310,292.4,0.8,0.0,0,No
PRV52769,Outpatient,1,40,40.0,0.0,0.0,0,No
PRV52770,Outpatient,7,1090,155.71428571428572,0.0,0.0,0,No
PRV52771,Outpatient,4,250,62.5,0.0,0.0,0,No
PRV52772,Outpatient,12,2050,170.83333333333334,0.4166666666666667,0.0,0,No
PRV52773,Outpatient,2,150,75.0,7.0,0.0,0,No
PRV52774,Outpatient,4,300,75.0,0.0,0.0,0,No
PRV52775,Outpatient,7,3790,541.4285714285714,2.857142857142857,0.0,0,No
PRV52777,Outpatient,2,260,130.0,0.0,0.0,0,No
PRV52778,Outpatient,1,100,100.0,0.0,0.0,0,No
PRV52781,Outpatient,1,100,100.0,0.0,0.0,0,No
PRV52782,Outpatient,10,1730,173.0,0.5,0.0,0,No
PRV52783,Outpatient,1,70,70.0,0.0,0.0,0,No
PRV52784,Outpatient,2,270,135.0,0.0,0.0,0,No
PRV52785,Outpatient,1,60,60.0,0.0,0.0,0,No
PRV52786,Outpatient,2,120,60.0,0.0,0.0,0,No
PRV52787,Inpatient,11,67000,6090.909090909091,2.8181818181818183,2.8181818181818183,0,No
PRV52788,Outpatient,401,115280,287.48129675810475,1.139650872817955,0.0,0,No
PRV52789,Outpatient,38,12500,328.94736842105266,2.4210526315789473,0.0,0,No
PRV52790,Outpatient,28,6860,245.0,0.7142857142857143,0.0,0,No
PRV52791,Outpatient,1,200,200.0,0.0,0.0,0,No
PRV52792,Outpatient,5,320,64.0,0.0,0.0,0,No
PRV52793,Outpatient,17,4230,248.8235294117647,2.176470588235294,0.0,0,No
PRV52794,Outpatient,1,30,30.0,0.0,0.0,0,No
PRV52795,Outpatient,19,6150,323.6842105263158,2.8947368421052633,0.0,0,No
PRV52796,Outpatient,48,16690,347.7083333333333,0.7083333333333334,0.0,0,No
PRV52797,Outpatient,1,300,300.0,0.0,0.0,0,No
PRV52798,Outpatient,56,18160,324.2857142857143,1.6607142857142858,0.0,0,No
PRV52799,Outpatient,2,150,75.0,0.0,0.0,0,No
PRV52800,Outpatient,8,1890,236.25,0.0,0.0,0,No
PRV52801,Outpatient,31,10510,339.03225806451616,2.2580645161290325,0.0,0,No
PRV52803,Inpatient,2,9000,4500.0,2.0,2.0,0,No
PRV52804,Inpatient,1,36000,36000.0,13.0,13.0,0,No
PRV52806,Inpatient,2,16000,8000.0,2.5,2.5,0,No
PRV52807,Inpatient,2,17000,8500.0,5.5,5.5,0,No
PRV52808,Inpatient,4,31000,7750.0,6.0,6.0,0,No
PRV52808,Outpatient,1,80,80.0,0.0,0.0,0,No
PRV52810,Inpatient,6,76000,12666.666666666666,5.166666666666667,5.166666666666667,0,No
PRV52813,Inpatient,17,142000,8352.941176470587,4.588235294117647,4.588235294117647,0,No
PRV52814,Inpatient,2,6000,3000.0,4.0,4.0,0,No
PRV52815,Inpatient,26,390000,15000.0,5.6923076923076925,5.6923076923076925,1,Yes
PRV52816,Inpatient,1,3000,3000.0,1.0,1.0,0,No
PRV52818,Outpatient,39,9730,249.48717948717947,0.9743589743589743,0.0,0,No
PRV52820,Outpatient,32,6510,203.4375,0.125,0.0,0,No
PRV52821,Inpatient,173,1661000,9601.156069364162,5.838150289017341,5.936416184971098,1,Yes
PRV52821,Outpatient,540,161970,299.94444444444446,1.848148148148148,0.0,1,Yes
PRV52822,Outpatient,135,43480,322.0740740740741,1.385185185185185,0.0,0,No
PRV52823,Inpatient,7,46000,6571.428571428572,10.857142857142858,10.857142857142858,0,No
PRV52823,Outpatient,80,19100,238.75,1.6625,0.0,0,No
PRV52824,Outpatient,42,8740,208.0952380952381,0.5238095238095238,0.0,0,No
PRV52825,Outpatient,22,5870,266.8181818181818,1.8636363636363635,0.0,0,No
PRV52826,Outpatient,292,101600,347.94520547945206,1.5410958904109588,0.0,1,Yes
PRV52827,Outpatient,804,282060,350.82089552238807,2.2412935323383083,0.0,0,No
PRV52828,Inpatient,23,212000,9217.391304347826,5.826086956521739,5.695652173913044,1,Yes
PRV52828,Outpatient,21,9050,430.95238095238096,2.380952380952381,0.0,1,Yes
PRV52829,Inpatient,6,40000,6666.666666666667,3.5,3.5,0,No
PRV52829,Outpatient,527,186800,354.4592030360531,1.6698292220113853,0.0,0,No
PRV52830,Outpatient,34,7250,213.23529411764707,0.29411764705882354,0.0,0,No
PRV52831,Inpatient,20,246000,12300.0,5.85,5.85,0,No
PRV52831,Outpatient,11,1920,174.54545454545453,0.6363636363636364,0.0,0,No
PRV52832,Outpatient,31,10180,328.38709677419354,0.3548387096774194,0.0,0,No
PRV52833,Inpatient,4,26000,6500.0,16.75,16.75,0,No
PRV52833,Outpatient,10,1460,146.0,2.3,0.0,0,No
PRV52835,Inpatient,11,128000,11636.363636363636,5.636363636363637,5.636363636363637,0,No
PRV52835,Outpatient,46,12360,268.69565217391306,1.0217391304347827,0.0,0,No
PRV52836,Inpatient,5,51000,10200.0,6.8,6.8,0,No
PRV52836,Outpatient,16,2680,167.5,0.25,0.0,0,No
PRV52837,Inpatient,2,22000,11000.0,3.0,3.0,0,No
PRV52837,Outpatient,69,9930,143.91304347826087,0.4492753623188406,0.0,0,No
PRV52838,Outpatient,83,25230,303.9759036144578,0.9156626506024096,0.0,0,No
PRV52839,Outpatient,33,12290,372.42424242424244,1.9696969696969697,0.0,0,No
PRV52841,Inpatient,1,13000,13000.0,1.0,1.0,0,No
PRV52841,Outpatient,2,320,160.0,0.0,0.0,0,No
PRV52842,Inpatient,24,286000,11916.666666666666,4.75,4.75,0,No
PRV52842,Outpatient,421,110510,262.4940617577197,1.2897862232779098,0.0,0,No
PRV52843,Inpatient,47,543000,11553.191489361701,5.425531914893617,5.382978723404255,1,Yes
PRV52843,Outpatient,204,49160,240.98039215686273,0.9313725490196079,0.0,1,Yes
PRV52844,Inpatient,2,13000,6500.0,2.5,2.5,0,No
PRV52844,Outpatient,127,33950,267.3228346456693,1.5275590551181102,0.0,0,No
PRV52845,Inpatient,8,218000,27250.0,3.375,3.375,0,No
PRV52845,Outpatient,223,50340,225.73991031390133,1.5336322869955157,0.0,0,No
PRV52846,Inpatient,175,2099830,11999.028571428571,5.668571428571428,5.668571428571428,1,Yes
PRV52846,Outpatient,66,17180,260.3030303030303,2.1363636363636362,0.0,1,Yes
PRV52847,Inpatient,62,611000,9854.838709677419,5.338709677419355,5.338709677419355,1,Yes
PRV52847,Outpatient,30,6430,214.33333333333334,1.3333333333333333,0.0,1,Yes
PRV52848,Outpatient,25,5280,211.2,1.4,0.0,0,No
PRV52849,Inpatient,2,43000,21500.0,4.5,4.5,0,No
PRV52849,Outpatient,12,2780,231.66666666666666,0.5833333333333334,0.0,0,No
PRV52850,Inpatient,1,16000,16000.0,5.0,5.0,0,No
PRV52850,Outpatient,145,32470,223.93103448275863,1.5655172413793104,0.0,0,No
PRV52851,Inpatient,8,61000,7625.0,4.875,4.875,0,No
PRV52851,Outpatient,29,6460,222.75862068965517,1.4482758620689655,0.0,0,No
PRV52853,Outpatient,29,11050,381.0344827586207,2.2413793103448274,0.0,0,No
PRV52855,Inpatient,3,25000,8333.333333333334,5.333333333333333,5.333333333333333,0,No
PRV52855,Outpatient,19,6800,357.89473684210526,2.1578947368421053,0.0,0,No
PRV52857,Inpatient,6,54000,9000.0,6.333333333333333,6.333333333333333,0,No
PRV52857,Outpatient,453,142310,314.1501103752759,1.4260485651214128,0.0,0,No
PRV52858,Inpatient,14,143000,10214.285714285714,6.428571428571429,6.428571428571429,0,No
PRV52858,Outpatient,66,21760,329.6969696969697,2.409090909090909,0.0,0,No
PRV52859,Outpatient,911,287930,316.059275521405,1.5093304061470911,0.0,0,No
PRV52860,Outpatient,393,107830,274.3765903307888,2.1348600508905853,0.0,1,Yes
PRV52861,Outpatient,14,1770,126.42857142857143,1.5714285714285714,0.0,0,No
PRV52862,Inpatient,56,431000,7696.428571428572,4.428571428571429,4.428571428571429,0,No
PRV52862,Outpatient,20,1660,83.0,2.65,0.0,0,No
PRV52863,Outpatient,52,14650,281.7307692307692,1.9807692307692308,0.0,0,No
PRV52864,Outpatient,28,12870,459.64285714285717,0.8214285714285714,0.0,0,No
PRV52865,Inpatient,6,70000,11666.666666666666,2.8333333333333335,2.8333333333333335,0,No
PRV52865,Outpatient,60,12790,213.16666666666666,1.2666666666666666,0.0,0,No
PRV52868,Inpatient,42,413000,9833.333333333334,5.071428571428571,5.071428571428571,1,Yes
PRV52868,Outpatient,68,21120,310.5882352941176,2.2205882352941178,0.0,1,Yes
PRV52869,Inpatient,7,82000,11714.285714285714,6.857142857142857,6.857142857142857,0,No
PRV52869,Outpatient,55,12120,220.36363636363637,0.8,0.0,0,No
PRV52870,Inpatient,35,290300,8294.285714285714,4.485714285714286,4.485714285714286,1,Yes
PRV52870,Outpatient,554,163080,294.3682310469314,1.595667870036101,0.0,1,Yes
PRV52872,Outpatient,108,47710,441.75925925925924,1.9351851851851851,0.0,0,No
PRV52873,Outpatient,69,16500,239.1304347826087,0.5072463768115942,0.0,0,No
PRV52875,Outpatient,12,1540,128.33333333333334,1.5,0.0,0,No
PRV52876,Inpatient,18,178000,9888.888888888889,6.333333333333333,6.333333333333333,0,No
PRV52876,Outpatient,55,17980,326.90909090909093,1.7454545454545454,0.0,0,No
PRV52877,Outpatient,19,2450,128.94736842105263,1.4210526315789473,0.0,0,No
PRV52878,Outpatient,27,11700,433.3333333333333,1.4814814814814814,0.0,0,No
PRV52879,Outpatient,120,26880,224.0,0.7333333333333333,0.0,0,No
PRV52880,Inpatient,3,18000,6000.0,2.0,2.0,0,No
PRV52880,Outpatient,17,1560,91.76470588235294,0.35294117647058826,0.0,0,No
PRV52881,Inpatient,20,142500,7125.0,3.75,3.75,0,No
PRV52881,Outpatient,282,69010,244.7163120567376,1.3404255319148937,0.0,0,No
PRV52882,Outpatient,41,14960,364.8780487804878,1.7804878048780488,0.0,0,No
PRV52884,Outpatient,707,237930,336.53465346534654,1.7383309759547383,0.0,1,Yes
PRV52886,Outpatient,70,24030,343.2857142857143,1.6428571428571428,0.0,0,No
PRV52887,Inpatient,23,259010,11261.304347826086,8.173913043478262,8.173913043478262,1,Yes
PRV52887,Outpatient,507,124580,245.7199211045365,1.2958579881656804,0.0,1,Yes
PRV52889,Inpatient,31,229000,7387.096774193548,4.129032258064516,4.129032258064516,0,No
PRV52889,Outpatient,609,178500,293.1034482758621,1.0689655172413792,0.0,0,No
PRV52890,Inpatient,4,29000,7250.0,4.5,4.5,0,No
PRV52890,Outpatient,18,5950,330.55555555555554,1.2222222222222223,0.0,0,No
PRV52891,Outpatient,19,2580,135.78947368421052,1.0526315789473684,0.0,0,No
PRV52892,Inpatient,7,104000,14857.142857142857,8.571428571428571,8.571428571428571,0,No
PRV52892,Outpatient,29,4690,161.72413793103448,1.4137931034482758,0.0,0,No
PRV52893,Outpatient,362,131850,364.22651933701655,1.5138121546961325,0.0,0,No
PRV52895,Outpatient,81,26180,323.2098765432099,2.3950617283950617,0.0,0,No
PRV52896,Inpatient,17,266000,15647.058823529413,5.647058823529412,5.647058823529412,0,No
PRV52896,Outpatient,125,34920,279.36,1.536,0.0,0,No
PRV52897,Outpatient,45,9140,203.11111111111111,0.6666666666666666,0.0,0,No
PRV52898,Inpatient,48,513000,10687.5,5.729166666666667,5.729166666666667,0,No
PRV52898,Outpatient,66,22930,347.42424242424244,1.9545454545454546,0.0,0,No
PRV52899,Outpatient,1,30,30.0,0.0,0.0,0,No
PRV52901,Outpatient,85,23030,270.94117647058823,0.7647058823529411,0.0,0,No
PRV52902,Inpatient,21,128000,6095.238095238095,2.761904761904762,2.761904761904762,0,No
PRV52902,Outpatient,25,4250,170.0,0.72,0.0,0,No
PRV52903,Inpatient,167,1549580,9278.922155688622,5.706586826347305,5.706586826347305,1,Yes
PRV52903,Outpatient,33,18530,561.5151515151515,1.9393939393939394,0.0,1,Yes
PRV52904,Inpatient,1,10000,10000.0,7.0,7.0,0,No
PRV52904,Outpatient,2,230,115.0,0.0,0.0,0,No
PRV52905,Outpatient,130,25440,195.69230769230768,1.5076923076923077,0.0,0,No
